audio_path,grammar,vocabulary,pronunciation,fluency,content,final,absolute_path,exists,subfolder,text
audio/HUST311023PTXC166/HUST3110230109-1.ogg,5.0,5.0,5.0,5.0,5.0,5.0,/mnt/son_usb/DATA_Vocal/CD16_2/audio/HUST311023PTXC166/HUST3110230109-1.mp3,True,CD16_2," I'm going to talk about foreign language. The first question what foreign language do I speak? Why? My foreign language do I speak is language because it is a international language and people around the world use English to study and work. Do I enjoy learning foreign language? Why? Why not? How important is it to learn a foreign language? Why? Do I enjoy learning foreign language? Why not? Yes, I like learning foreign language because it helps me to know about I'm going to talk about the situation of communicate with other. What's the first question? What is my favorite way to communicate with other? My favorite way to communicate with my friends is to communicate with other. My favorite way to communicate with other is phone calls because it is easy to use. Do I prefer sending text messages to talk on the phone with my friends? Why? Yes, I prefer sending text messages to talk on the phone with my friends because this is so easy to use and we can talk about mainly everything about our life. What are the benefits of way to communicate?"
audio/HUST6923SVUI167/HUST0609230678-2.ogg,4.0,4.0,3.0,3.0,3.0,3.5,/mnt/son_usb/DATA_Vocal/CD13_7/audio/HUST6923SVUI167/HUST0609230678-2.mp3,True,CD13_7, you you you I'm going to talk about the situation Your power my friend. I'm going to celebrate their wedding anniversary in a quick My one give them a present Come on three options a couple of movie to keep a program of Flowers and handmade cut I think Idea a couple I think idea a handmade cut is pet choice The reason why I choose I choose it I thought because I Think Handmade cut Is In my a Big look for you for my parent So The idea a couple of movie ticket he is quite But not it not choice not my choice I this idea of a real quick of our he good
audio/HUST311023PTXC167/HUST3110230137-2.ogg,7.0,7.0,7.0,7.0,7.0,7.0,/mnt/son_usb/DATA_Vocal/CD16_2/audio/HUST311023PTXC167/HUST3110230137-2.mp3,True,CD16_2," My family has grown lots of trees, 10 million p In my opinion, I think I will use that for spending on a source holiday. Because with me, 10 million is not more money. And I think this money can be used for holidays because we can hang out with my friends, buy some clothes. We won this in years and something we can buy some gifts and give to my grandpa and more my neighborhood. It's a lucky money and I feel I will do that for myself and I think I will use it to buy some for my source holiday with my family. With two ideas, buy a new TV and depositing in a bank. Firstly, with buying a new TV, I think 10 million Vietnam Dongs can buy a new TV in Vietnam. I think it's not more money for depositing in a bank. My family doesn't need to do that and I think spending on a source holiday with my family is a bad choice. Sometimes I think I can do that for a test holiday in a next month."
audio/HUST31023LZFS167/HUST0310230051-2.ogg,7.0,7.0,7.0,7.0,7.0,7.0,/mnt/son_usb/DATA_Vocal/CD15_1/audio/HUST31023LZFS167/HUST0310230051-2.mp3,True,CD15_1," Hi, if you go to Hanoi, I think that you have to stay in the guesthouse due to the reason such as you can enjoy the family host, the family host, the friendly people around the neighbour and the host will make for you the traditional dishes in my country Moreover, I think that one of the best, I think one of the most reasons you have to stay in guesthouse is you can easily go around for the house and know about our traditional custom and the people around you and you can make friends easily when the host is so friendly, I guess I know that making friends with other people in the country is really a bit of a bullet but I think that you have to try to make a friend with people and try to learn how to speak Vietnamese and you can really enjoy it and you can make friends with them and they will be really nice to get around with you and have some conversations and I hope you have the best time in Hanoi"
audio/HUST11123U16H166/HUST1101230008-3.ogg,5.0,5.0,5.0,5.0,6.0,5.0,/mnt/son_usb/DATA_Vocal/CD5/audio/HUST11123U16H166/HUST1101230008-3.mp3,True,CD5," Some people prefer fast food because of several benefits. I think Richmond host them to consume more fast food because they have busy work hard so they can every time to cook. How fast food changes people eating habits in the past few years? Fast food has changed people eating habits in past few years. For example, people can save time, save money when they benefit from fast food. How fast food changes people eating habits in the past few years? What are some disadvantages? We can buy many fast food, every time. When we cut many fast food, we have many countries. So, beneficial food is very good starter. Also, beneficial food is very good. How fast food changes people eating habits in the past few years? Not good for me. Maybe, let me teach. We can wait again. How fast food changes people eating habits in the past few years? How fast food changes people eating habits in the past few years? How fast food changes people eating habits in the past few years? How fast food changes people eating habits in the past few years?"
audio/HUST4423NA1U167/HUST0404230077-3.ogg,6.5,6.5,6.0,7.0,7.0,6.5,/mnt/son_usb/DATA_Vocal/CD8_1/audio/HUST4423NA1U167/HUST0404230077-3.mp3,True,CD8_1," Some people say that games are useful in the classroom because of many reasons. The fourth reason is very fun because many games build with many colorful image and fun image. So that when we play it, it mix with the music and visual action of the character in the game. So it bring us many funnies. Secondly, the game also make us creative. Because in the game, we have some action and some tag that you can apply on your study. The third reason is game make us interaction. It is interaction between people and teachers or among students together. Because when you do a game, you have to interact together and do together to get the win or to get the best prize. So it requires that among members have a good interaction. The other advantage of playing games in the classroom is that we can rewrite between straightforward study. And it also to a way to help us to study the content of the subject easier. Some people say that in game these people about life and I totally agree with this opinion. Because in game, teachers or makers will make the content that they want to deliver for students. And from that, the student can study and develop your ability and your way to look the life. In conclusion, classroom game bring us many advantages."
audio/HUST310232R9M166/HUST0310230201-3.ogg,4.0,4.0,4.5,4.0,3.0,4.0,/mnt/son_usb/DATA_Vocal/CD15_3/audio/HUST310232R9M166/HUST0310230201-3.mp3,True,CD15_3, you you you it is podcast animal play an important role in our life nowadays an increasing number of people concerned about animal I'm going to talk about the situation there are several different keep the animal in June firstly if I will attack anymore a lot freedom lot of freedom therefore it eating not to any more secondly it is fact that people care people are like of space as it is helpful to any more finally we can not deny that any more like of survival skew so it negative effect on animal I think three idea of all our comprehensive I don't think of all the idea to sum up if I were in the situation I'm looking good for there are several event of keeping animal in the kind of animal I usually keep on the monkey cause they are the benefit of keeping animal people can get knowledge ah people can realize PC don't cut out people don't cut out she don't let the you
audio/HUST6923MMJ3177/HUST0609230284-3.ogg,3.0,3.0,3.0,3.0,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD13_3/audio/HUST6923MMJ3177/HUST0609230284-3.mp3,True,CD13_3," Hello, I'm Hung, I come from Vietnam. Vietnam is a tropical country, has a lot of rain and storm. So in my point of view, the tribe should be brand in my country is 4G This need to be branded in the mountain It could, it will be make better environment for my country It can reduce the affect of the storms The mountains for I think that forestry should be should become a subject in school because a lot of people cut out these trees in the forest. They must know that this tree This tree can affect to environment and our lives"
audio/HUST4523I2KC177/HUST0405230014-2.ogg,7.0,7.0,7.0,7.0,7.0,7.0,/mnt/son_usb/DATA_Vocal/CD9_1/audio/HUST4523I2KC177/HUST0405230014-2.mp3,True,CD9_1," Now I want to share something about my situation. I wanted to go somewhere to buy some clothes, and in my opinion, an online store is the best option because of my following reasons. Firstly, online stores can help me saving time. You know I was a doctor at McMyer's Hospital, so I have not go up and I don't have a lot of time to go to a shop or an open-air market. I have a haptic schedule. Besides this, I think when I buy an online store, it's cheaper than a shop. Finally, an online store is more convenient. Now the technology is very improved, so I can stay at home and stay at my hospital to buy anything which I want. Some reasons why I don't choose other choices I want to talk about are the first option. I don't choose a shop because I don't have a lot of time to come to a shop and choose clothes. The option is an open-air market. It's not suitable for me and I don't like noisy and crowded. Sometimes I think a shop and an open-air market is more expensive than an online store. If I go in situations, I choose to buy clothes at an online store because it's suitable for me and the other options are not suitable for me. I'm going to talk about some people now. We have more and more people becoming interested in buying anything by online stores. It's really good for people and really convenient for people in the world now."
audio/HUST44237SIU166/HUST0404230230-1.ogg,3.0,3.0,3.0,3.0,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD8_3/audio/HUST44237SIU166/HUST0404230230-1.mp3,True,CD8_3," I often update on newspaper. I can see on morning and with a cup of coffee. When I read on newspaper, I can... I was really interested in knowing newspaper. I usually read finance on newspaper. I think important update news is that today I can go out. I usually in my first time, I can feel happy and comfortable in the morning. I don't travel by train. I usually travel by plane. I think in the country, the cuddling has changed a bit. I don't travel by train."
audio/HUST6923LKZ9177/HUST0609230610-1.ogg,6.0,6.0,6.0,6.0,6.0,6.0,/mnt/son_usb/DATA_Vocal/CD13_6/audio/HUST6923LKZ9177/HUST0609230610-1.mp3,True,CD13_6, yeah I really really like flowers my favorite flowers is sunflowers yeah do any flowers have a special meaning in your country yeah I think flowers really do the meanings such as the rose is for love and the sunflowers what I like is show for the powerful of the mind you no I don't really enjoy my childhood it's all seem to be boring because I have to stay at home all day you in childhood I really I really like watch cartoon on TV you the thing that I remember most about my childhood is when my mom buy me whatever I want I can see that she left me too much that touched me and it really in my mind forever that's the end of my speaking
audio/HUST310232R9M167/HUST0310230236-3.ogg,3.0,3.0,3.0,3.0,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD15_3/audio/HUST310232R9M167/HUST0310230236-3.mp3,True,CD15_3," Hello my teacher, my name is Ken. I am a student at Hanoi University of Science and Technology. I come from Waifu province. Today I talk about Jesus as an essential for the existence of human beings. Some people believe that Jesus as an essential for the essence of human beings. Firstly, the root cells of food. Secondly, better environment. Thirdly, an utility. To sum up, Jesus as an essential for the existence of human beings. Now, I will answer a lot of questions. I do not need to answer all the questions. Tice of cheese shall be planted in your country. I think that false chai shall become a subject in school. Thus, the attitude is towards chu planting among different generations in my country. I think that Jesus is a root cell of food. Tice of cheese should be planted in my country. Better environment. And utility. The attitude towards chu planting among different generations in my country. Cheese are important with my life. Tice of cheese should be planted in my country. Cheese are free of root cells of food. Better environment and utility. I love Jesus very much. Thank you."
audio/HUST6723H9GJ167/HUST0607230038-1.ogg,4.0,4.0,4.5,4.5,4.0,4.0,/mnt/son_usb/DATA_Vocal/CD11_1/audio/HUST6723H9GJ167/HUST0607230038-1.mp3,True,CD11_1," Good morning, teachers. I will talk about the room in my home. My favorite room in my home is the living room, Biscott. It is a common place where my family members enjoy the time together after hard work kick-back. In the living room, my family members often watch TV and listen to music and chat with others about many things in life. If I have money, I want to change something in my room. I want to buy a new household and repaint the world with bright colors. Besides, I want to arrange furniture. I will talk about maps. Yes, I use maps every day. I prefer electronic maps because it is convenient to use a mobile phone. Anywhere. I think if people can easily..."
audio/HUST6923DQQK177/HUST0609230180-2.ogg,5.5,5.0,5.0,5.0,5.5,5.0,/mnt/son_usb/DATA_Vocal/CD13_2/audio/HUST6923DQQK177/HUST0609230180-2.mp3,True,CD13_2," My suggestion is that I will go to attend my Renee's Tea wedding. There are three following recent options. Asagatas for the wedding gifts, money that they will read and kubu clothes. In my opinion, I think kubu clothes is a bad choice for the following reason. The first reason is that it is easy to buy and easy to collect. The second reason is that I think kubu clothes is cheaper than other kinds of gifts. On the other hand, I don't choose to buy because I don't know that and I don't know it. I don't think it's the best choice. I don't have much money so I can't give money for them. In source, I think kubu clothes is my best choice for the following reason. I have a mention above. This is my answer for the question. I'm Renee to the lake patch. Thank you for listening. Oh, Renee's next to me. What are you saying?"
audio/HUST311023LSQF167/HUST3110230238-1.ogg,5.5,5.5,5.5,5.5,5.5,5.5,/mnt/son_usb/DATA_Vocal/CD16_3/audio/HUST311023LSQF167/HUST3110230238-1.mp3,True,CD16_3," I usually play football with my friends on weekends because people help me feel happy. I also play football with my friends on weekends because people help me feel happy. When people go to the city centre, I can watch movies in the cinema and people are very famous in the country centre. I like to play football with my friends and I love them. I like to play football with my friends on weekends because people help me feel happy. I like to help people, my father, my mother and my brother. I personally have my best friend. I usually play football and watch TV with my family. It helps me feel happy. I like to play football with my friends on weekends because people help me feel happy."
audio/HUST6923SVUI177/HUST0609230721-2.ogg,3.0,3.0,3.0,3.0,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD13_7/audio/HUST6923SVUI177/HUST0609230721-2.mp3,True,CD13_7," So, we do want to have an opportunity for us to suffer in that manner, to see where I go to have an opportunity to go to a society and I don't know where we are."
audio/HUST281123C16D177/HUST2811230177-3.ogg,6.0,6.0,6.0,5.0,5.0,5.5,/mnt/son_usb/DATA_Vocal/CD17_2/audio/HUST281123C16D177/HUST2811230177-3.mp3,True,CD17_2," What quality do you think the most important for teacher? I think the most important for teacher is No-miss, Encore, Run, Learning methods Do you think that computer can replace teacher in the future? No, I don't think that the teacher is very important in the life A good teacher can change a student's life Do you agree? Yes, I agree A good teacher can change a student's life Because the teacher is the second matter student In the class, the teacher This student is very important It shows that the computer cannot replace teacher in the future Most time, teacher revolves around proper variation If student can't understand what needs to be done in the future The student will always miss their time If student can't understand what needs to be done in the future The teacher must do the work under the wrong window In school"
audio/HUST4523NWMQ167/HUST0405230138-1.ogg,5.5,6.0,5.5,5.5,5.5,5.5,/mnt/son_usb/DATA_Vocal/CD9_2/audio/HUST4523NWMQ167/HUST0405230138-1.mp3,True,CD9_2," Okay, I would like to answer the questions for speaking test. And for the first question, I have never worn a uniform at school because in the last time we could wear the normal clothes to go to school. And yes, I do. I really like to wear a uniform to go to school because it makes me normal and don't separate the level between the people at school. For the third question, I think we have many benefits of wearing uniform at school. The first one is we can reduce the cost, means reduce money for the children or students at school. The second benefit is reduce the time to prepare because I think it takes time too much to choose the clothes when we go to school. And let's talk about the home policemen. Yeah, I already had policemen, punished by my parents in the last time when I had an error and my father gave me a punishment and it makes me remember too much. The second question is the common type of home policemen in my house and at my home. The police"
audio/HUST6923VNQJ177/HUST0609230510-2.ogg,3.0,3.0,3.0,3.0,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD13_5/audio/HUST6923VNQJ177/HUST0609230510-2.mp3,True,CD13_5, to listen your loss brain has asked you to check in a charity charity event to have most of the children you are considering their option their trips consigning trips and to eat an amount of money some hours louder or some not book and fancy he in job opinion what is a bad choice on three of some and a mole of money some not book and pencil but when but when the choosing among three of them I believe that I believe that some not look and spend so is a bad choice because of the following reason firstly it is it is cheap and men and men are finally because I finally said secondly I interact in the notebook some notebook and spend so finally it is calm convenient and there are some reason but I why but why I don't sorry to the other option and moment of money because it is in not not a variant I don't I don't think some our order because it is because it is uncomfortable more about it suitable suitability and convenient to sum up if I were in the situation would work for some notebook and spend so because it is a most suitable
audio/HUST281123C16D177/HUST2811230202-2.ogg,7.5,7.5,7.0,7.0,7.5,7.5,/mnt/son_usb/DATA_Vocal/CD17_2/audio/HUST281123C16D177/HUST2811230202-2.mp3,True,CD17_2," Yeah, you can see that in today's society, many people when studying at school have been bullied And in 3, you have to give me that I will choose to talk to his parents Yeah, the parents are in the family, so when I talk with them, they will make the guys, my cousin, will feel better And your parents can give him some advice, something that can be believed at school or the parents can come to meet the guy who bullied him And told them that it's bad and do not do it again That's why I choose the parents, and why I don't choose to talk to the teacher or talk to his bully Because when I talk to the teacher, the teacher is not familiar with the parents, so she or he can make him feel bad and he don't want to talk with anyone And why I don't choose to talk with his bully? Because he just, he, you know that Billy is only at school and when you still study at school, you're still young and you too If you like Vietnam, it's for young boys, so when I talk to him, it doesn't make him better, they don't think like a man who is bigger or older than him And I think bullying at school is so bad, and it's the best device in the world, including in Vietnam So we can't, we try to improve that, they will have the student are not being believed at school, I hope so If you know that his parents know your son has been fired by someone, they will feel very angry, so I don't like that This is all my talk"
audio/HUST24223GHH9166/HUST2402230027-3.ogg,7.5,7.0,7.0,7.0,8.0,7.5,/mnt/son_usb/DATA_Vocal/CD7_1/audio/HUST24223GHH9166/HUST2402230027-3.mp3,True,CD7_1," I am going to talk about the subject smoking. In recent years, smoking has become a broad issue to the general public. Some people believe that smoking will cause a lot of problems, like it harms the environment and it can harm our health. It is a cause of a lot of health risks and it can build a bad image to our children. In my opinion, I agree with that and I want to say one more negative side of smoking is that they are very costly. First of all, for the reason that people think smoking is not good for our health, I think that it is obvious because smoking is one of the most reasons to cause cancer in humans and that has been proven by the scientists. Secondly, smoking can cause environmental pollution. To produce a cigarette or when you smoke a smoking, when you smoke it, it will produce a lot of pollution waste to the environment, such as CO2 or it will need a lot of material to make it. Firstly, smoking can build up a bad image to our children. Indeed, children are easy to learn everything from their parents. It can say that parents are a role model for children. If you often smoke a cigarette, I bet that your children will learn to act like that. It is not a good image that you want your children to copy. On the other hand, I want to add one more negative side of smoking. That is, it is very costly for a person to smoke often. As I know, in the market, a cigarette is very expensive because the government has put a lot of taxes on that produced and the result is that people have to pay a lot of their money on that behaviour. In conclusion, smoking is a very bad behaviour and people should have more consideration before smoking. For the following question, in my opinion, people smoke because it is very addictive."
audio/HUST4423NA1U166/HUST0404230029-2.ogg,4.5,4.5,4.0,5.0,4.5,4.5,/mnt/son_usb/DATA_Vocal/CD8_1/audio/HUST4423NA1U166/HUST0404230029-2.mp3,True,CD8_1," The situation is a group of students are raising money for charity. They are so associated from companies, from schools, from individuals. Which sounds good? You think the best choice? I think the best choice is from the companies because of some reason. Firstly, their company has a strong economic. They can... They can... They can raise a lot of money for charity. Secondly, I think the students can be easy to raise money for charity. When the company finally experiences the students, When the other students are raising money for charity, from a company, they need to experience it. It is good for students. I don't like raising money for charity, from schools. Because in the school, they are usually from the company. So just group of students should act from the company. It is a convenient way to school and with them. I don't like being from individuals. We call up each of the unconvinient users. A group of students, they must do many things. I think the best choice is from..."
audio/HUST2811234Q4J177/HUST2811230296-2.ogg,6.0,6.0,6.0,6.0,6.0,6.0,/mnt/son_usb/DATA_Vocal/CD17_3/audio/HUST2811234Q4J177/HUST2811230296-2.mp3,True,CD17_3," Learning a new skill is the best option, because of following the reason. Firstly, I think it's suitable for her because it's a reduced threat and help her to learn a new skill specifically. Secondly, when she learns a new skill, such as managing time, communicating skills and leader, you can learn to help her to learn a new skill in an improved health loss. It's a help to find a new skill and help her to improve her health and her knowledge. Finally, I think in the future, when she is trying to work on a new skill, and when she has her everything, when she starts working with customers and coworkers, I think it's a cheat. When she learns a new skill about internet, when she has access to laptops and smartphones, it's a free total free. I think I don't choose option 1 or option 3 because it's convenient for her."
audio/HUST11123U16H167/HUST1101230060-2.ogg,4.0,4.0,4.0,4.0,4.0,4.0,/mnt/son_usb/DATA_Vocal/CD5/audio/HUST11123U16H167/HUST1101230060-2.mp3,True,CD5," Well, it is an interesting question for me. That choice, a seaside resort, a lifestyle hotel and a homestay. I think a seaside resort is a bad choice because the village is beautiful and we can be happier and reduce stress. When I reduce stress after hardworking days, when I come here, I don't think a lifestyle hotel is well. I think it is suitable for me because I am a student and I have no money. A homestay is not good because it is so expensive. I can come here because I go to their bypass. It is suitable. To sum up, a seaside resort is a bad choice for me. I think that's all. I thank you a lot for giving me a tool. Thank you a lot for listening. I feel very happy when I receive some questions. I think the topic is interesting but it is difficult for me to answer. I tried my best. Thank you."
audio/HUST24223PUF8167/HUST2402230202-3.ogg,2.0,2.0,2.0,2.0,2.0,2.0,/mnt/son_usb/DATA_Vocal/CD7_2/audio/HUST24223PUF8167/HUST2402230202-3.mp3,True,CD7_2," I don't know every information in SQL can be found on the internet because i try to search some information it's not found or... you you you you yes, information on internet is reliable you you you"
audio/HUST6923DQQK166/HUST0609230110-3.ogg,3.5,3.5,3.5,3.0,3.0,3.5,/mnt/son_usb/DATA_Vocal/CD13_2/audio/HUST6923DQQK166/HUST0609230110-3.mp3,True,CD13_2," when choosing a job, I choose a job concern salary because with salary I can't buy anymore so I can improve my living of standard secondly, I can improve my skills in my job so I can promote in my job and I have salary higher my job is very satisfaction my job is satisfied I can do everything with my variable values so now I will answer the following up questions so my relationship with my co-op co-workers my performance at work my co-op co-workers can help me to improve my job I can improve my job with my co-workers many young people often now they often switch jobs because they would improve their skills and find a sub satisfaction tree I can make work commit to the company"
audio/HUST311023JNFX166/HUST3110230002-3.ogg,7.0,6.0,6.0,6.0,6.0,6.0,/mnt/son_usb/DATA_Vocal/CD16_1/audio/HUST311023JNFX166/hust3110230002-3.mp3,True,CD16_1," I like to do my exercise very much I can do my exercise on my own and develop my exercise around the park and i think all of the people all our people want to do exercise everyday to keep fit and prevent this is maybe a exercise i can do on my own i can do my move and shift i think education should be a good choice to help students improve their health and they might after some in my opinion i think they should have much more exercise i can do my running, swimming, magnet and people i think that's a good choice i think that's a good choice i think that's a good choice i think that's a good choice i think that's a good choice i think that's a good choice"
audio/HUST6723KTLX166/HUST0607230119-3.ogg,7.0,7.0,7.0,7.0,7.0,7.0,/mnt/son_usb/DATA_Vocal/CD11_2/audio/HUST6723KTLX166/HUST0607230119-3.mp3,True,CD11_2," Now I will talk about many beneficial for student after school activities. Well, after school activity, well, very, I think after school activity is very important for students. Firstly, it increases the communication skills for students because they can play with each other so much. We can talk together so much. Besides, students can play with the team. So that's when we can team work and make a networking with each other. Last but not least, some activity can, some activity is the time can the student become a manager. So we can learn to manage the time. I think the activity for students is very fun. And we can organize some art lessons or organize some activity when student can play together. I think extracurricular activities should be made compulsory for students because it makes students realize after school. The stress lesson. And I think students really love the activity after school."
